"name","committeeID","partyCode","totalDonationsIn","committeeCategory","categoryRange","politicalLeaning"
"FIX CONGRESS NOW!","C00735670",NULL,1100797,"MEDIUM","$1,000,000 to $9,999,999",NULL
"URBAN EMPOWERMENT ACTION PAC, INC.","C00792408",NULL,1096600,"MEDIUM","$1,000,000 to $9,999,999",NULL
"CONSERVATIVE ACTION FOR AMERICA PAC","C00820068",NULL,1090637,"MEDIUM","$1,000,000 to $9,999,999",NULL
"TRANSPORT WORKERS UNION VOICE","C00727719",NULL,1090344,"MEDIUM","$1,000,000 to $9,999,999",NULL
"INDEPENDENT LEADERSHIP FOR NEW HAMPSHIRE PAC","C00562405",NULL,1090000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"WE ARE FEARLESS AND UNITED","C00603472",NULL,1083522,"MEDIUM","$1,000,000 to $9,999,999",NULL
"AFFORDABLE ENERGY FUND PAC","C00785121",NULL,1080000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"CONSERVATIVE RENEWAL POLITICAL ACTION COMMITTEE (PAC)","C00510727",NULL,1075000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"FORWARD FOR A BETTER FUTURE","C00616169",NULL,1070687,"MEDIUM","$1,000,000 to $9,999,999",NULL
"UNITE AMERICA ELECTION FUND","C00637314",NULL,1066600,"MEDIUM","$1,000,000 to $9,999,999",NULL
"GOVERNMENT INTEGRITY FUND ACTION NETWORK; THE","C00498832",NULL,1065000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"MAJORITY ACTION PAC","C00487736",NULL,1063145,"MEDIUM","$1,000,000 to $9,999,999",NULL
"KANSANS SUPPORT PROBLEM SOLVERS PAC (KSPS-PAC)","C00567933",NULL,1061300,"MEDIUM","$1,000,000 to $9,999,999",NULL
"TENNESSEE CONSERVATIVES PAC","C00806083",NULL,1051600,"MEDIUM","$1,000,000 to $9,999,999",NULL
"FREE OHIO","C00801126",NULL,1050000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"FAITH FAMILY FREEDOM FUND","C00489625",NULL,1047783,"MEDIUM","$1,000,000 to $9,999,999",NULL
"CONSERVATIVE ALLIANCE PAC","C00674432",NULL,1042500,"MEDIUM","$1,000,000 to $9,999,999",NULL
"PEOPLE FOR PINELLAS","C00582239",NULL,1040000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"DEFEAT SEDITIONISTS","C00766154",NULL,1036000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"WE ARE KENTUCKY","C00547422",NULL,1030000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"FIFTY SECOND STREET FUND","C00626887",NULL,1028848,"MEDIUM","$1,000,000 to $9,999,999",NULL
"CONSERVATIVE WARRIORS PAC","C00817023",NULL,1025000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"RHODE ISLAND FORWARD INC","C00676239",NULL,1025000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"CONSERVATIVES FOR EFFECTIVE GOVERNMENT","C00574749",NULL,1022840,"MEDIUM","$1,000,000 to $9,999,999",NULL
"CHANGE CALIFORNIA NOW","C00670208",NULL,1019600,"MEDIUM","$1,000,000 to $9,999,999",NULL
"GOAL WESTPAC","C00541045",NULL,1016400,"MEDIUM","$1,000,000 to $9,999,999",NULL
"ACTIVATE AMERICA","C00640300",NULL,1015535,"MEDIUM","$1,000,000 to $9,999,999",NULL
"HUNTER ACTION FUND (HAF)","C00541433",NULL,1014051,"MEDIUM","$1,000,000 to $9,999,999",NULL
"MILES OF GREATNESS FUND, INC.","C00747725",NULL,1012000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"CROSSROADS GENERATION","C00521146",NULL,1010000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"TENNESSEANS FOR A BETTER TOMORROW","C00677047",NULL,1010000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"ALASKA*S ENERGY / AMERICA*S VALUES","C00552414",NULL,1005000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"AMERICAN VALUES PAC INC.","C00623371",NULL,1005000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"BLOC PAC","C00748301",NULL,1001531,"MEDIUM","$1,000,000 to $9,999,999",NULL
"REPUBLICAN WOMEN FOR PROGRESS PAC","C00687459",NULL,1000000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"FREEDOM FUND NORTH AMERICA","C00532564",NULL,1000000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"REPUBLICAN UNION PAC","C00525790",NULL,1000000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"ORGANIZE ARIZONA!","C00816744",NULL,1000000,"MEDIUM","$1,000,000 to $9,999,999",NULL
"TOGETHER FOR PROGRESS","C00818849",NULL,993000,"SMALL","< $1,000,000",NULL
"FEDUP POLITICAL ACTION COMMITTEE AKA FEDUP PAC","C00455923",NULL,991292,"SMALL","< $1,000,000",NULL
"CARPENTERS DISTRICT COUNCIL OF KANSAS CITY AND VICINITY POLITICAL FUND","C00490862",NULL,972575,"SMALL","< $1,000,000",NULL
"SAVE THE DAY PAC","C00625228",NULL,971380,"SMALL","< $1,000,000",NULL
"GOOD JOBS AND STRONG COMMUNITIES PAC","C00586610",NULL,969808,"SMALL","< $1,000,000",NULL
"NEW LEADERSHIP FOR OHIO","C00586867",NULL,965000,"SMALL","< $1,000,000",NULL
"CITIZENS FOR A BETTER ILLINOIS","C00669820",NULL,961882,"SMALL","< $1,000,000",NULL
"VOTE FOR EQUALITY","C00755363",NULL,956193,"SMALL","< $1,000,000",NULL
"NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC)","C00685289",NULL,941174,"SMALL","< $1,000,000",NULL
"THE HEARTLAND PROJECT","C00525535",NULL,935000,"SMALL","< $1,000,000",NULL
"ADVANCE OKLAHOMA PAC","C00758680",NULL,930000,"SMALL","< $1,000,000",NULL
"PARENT PARTY SUPER PAC","C00788315",NULL,922761,"SMALL","< $1,000,000",NULL
"ILLINOIS CONSERVATIVES PAC","C00740662",NULL,911000,"SMALL","< $1,000,000",NULL
"WE*RE NOT GOING BACK","C00490359",NULL,900000,"SMALL","< $1,000,000",NULL
"WEST MAIN STREET VALUES PAC INC","C00543157",NULL,900000,"SMALL","< $1,000,000",NULL
"OKIEWAY","C00799866",NULL,897500,"SMALL","< $1,000,000",NULL
"CITIZENS 4 ETHICS IN GOVERNMENT","C00524082",NULL,896500,"SMALL","< $1,000,000",NULL
"THE MOBILIZATION PROJECT","C00546911",NULL,891564,"SMALL","< $1,000,000",NULL
"SOUTH FLORIDA RESIDENTS FIRST","C00733402",NULL,881760,"SMALL","< $1,000,000",NULL
"AWAKE CAROLINA","C00701805",NULL,880000,"SMALL","< $1,000,000",NULL
"REPUBLICAN SUPER PAC INC","C00496349",NULL,879354,"SMALL","< $1,000,000",NULL
"PROGRESSNOW AZ - FEDERAL","C00746107",NULL,879216,"SMALL","< $1,000,000",NULL
"FIGHTERS FOR A STRONG AMERICA PAC","C00818054",NULL,871250,"SMALL","< $1,000,000",NULL
"LIBERTY AND LEADERSHIP FUND","C00554782",NULL,867000,"SMALL","< $1,000,000",NULL
"STAND FOR NEW YORK COMMITTEE","C00819391",NULL,867000,"SMALL","< $1,000,000",NULL
"THE AMERICAN SOS PROJECT PAC","C00809095",NULL,861363,"SMALL","< $1,000,000",NULL
"COURAGEOUS CONSERVATIVES PAC","C00587022",NULL,859402,"SMALL","< $1,000,000",NULL
"BLUE ORGANIZING PROJECT","C00679423",NULL,855000,"SMALL","< $1,000,000",NULL
"NEW HAMPSHIRE PRINCIPLES PAC","C00790808",NULL,852000,"SMALL","< $1,000,000",NULL
"SOUTHERN CONSERVATIVES FUND INC","C00560763",NULL,845500,"SMALL","< $1,000,000",NULL
"OUR HUDSON PAC","C00820175",NULL,845000,"SMALL","< $1,000,000",NULL
"FLORIDA TRUST","C00814327",NULL,841371,"SMALL","< $1,000,000",NULL
"STARS AND STRIPES FOREVER PAC","C00635243",NULL,840252,"SMALL","< $1,000,000",NULL
"RESIST THIS PAC","C00784025",NULL,830104,"SMALL","< $1,000,000",NULL
"LOUISIANA PROSPERITY FUND","C00528034",NULL,830000,"SMALL","< $1,000,000",NULL
"GOVERN OR GO HOME","C00636993",NULL,825000,"SMALL","< $1,000,000",NULL
"PROTECTING OUR VOTE PAC","C00509463",NULL,820000,"SMALL","< $1,000,000",NULL
"BLUE PA PAC","C00824656",NULL,811918,"SMALL","< $1,000,000",NULL
"TAKEACTION MN FEDERAL FUND","C00738815",NULL,811000,"SMALL","< $1,000,000",NULL
"AMERICA ONE","C00728667",NULL,805000,"SMALL","< $1,000,000",NULL
"JAN PAC","C00503540",NULL,804351,"SMALL","< $1,000,000",NULL
"TEXANS FOR FREEDOM","C00797332",NULL,800000,"SMALL","< $1,000,000",NULL
"CLEAN SLATE BALTIMORE PAC","C00592014",NULL,798064,"SMALL","< $1,000,000",NULL
"DOWNTOWN FOR DEMOCRACY","C00494997",NULL,797450,"SMALL","< $1,000,000",NULL
"RESTORING AMERICA*S TRADITIONS PAC (RATPAC)","C00507707",NULL,797360,"SMALL","< $1,000,000",NULL
"FIGHTING FOR ALABAMA FUND, INC","C00708842",NULL,795000,"SMALL","< $1,000,000",NULL
"PATRIOT MOBILE ACTION","C00800490",NULL,793279,"SMALL","< $1,000,000",NULL
"CAMPAIGN FOR JOBS AND OPPORTUNITY","C00562785",NULL,793040,"SMALL","< $1,000,000",NULL
"USA SUPER PAC","C00518217",NULL,791000,"SMALL","< $1,000,000",NULL
"WARRIOR PAC","C00619445",NULL,787600,"SMALL","< $1,000,000",NULL
"AMERICAN DENTAL ASSOCIATION INDEPENDENT EXPENDITURES COMMITTEE","C00488338",NULL,783592,"SMALL","< $1,000,000",NULL
"FIELD TEAM 6","C00695346",NULL,781181,"SMALL","< $1,000,000",NULL
"AMERICA 21 PAC","C00804690",NULL,780500,"SMALL","< $1,000,000",NULL
"KANSANS CAN DO ANYTHING PAC","C00674952",NULL,775929,"SMALL","< $1,000,000",NULL
"MIDDLE RESOLUTION FEDERAL PAC INC","C00512335",NULL,770700,"SMALL","< $1,000,000",NULL
"DAGA INDIVIDUAL PAC","C00756593",NULL,767539,"SMALL","< $1,000,000",NULL
"NORTH FLORIDA NEIGHBORS","C00582312",NULL,765514,"SMALL","< $1,000,000",NULL
"JUST THE TRUTH POLITICAL ACTION COMMITTEE","C00747097",NULL,762050,"SMALL","< $1,000,000",NULL
"REFORM GOVERNMENT","C00575456",NULL,761112,"SMALL","< $1,000,000",NULL
"PRINCIPLED VETERANS FUND (PV FUND)","C00780841",NULL,760000,"SMALL","< $1,000,000",NULL
"GENERATION FORWARD PAC","C00578724",NULL,758612,"SMALL","< $1,000,000",NULL
"HEART OF AMERICA PAC","C00515676",NULL,752000,"SMALL","< $1,000,000",NULL
"PROGRESSIVE ERA PAC","C00822932",NULL,750500,"SMALL","< $1,000,000",NULL
"AMERICAN PRIORITIES 16","C00519918",NULL,750000,"SMALL","< $1,000,000",NULL
"PROTECT OUR FREEDOMS PAC","C00785998",NULL,750000,"SMALL","< $1,000,000",NULL
"NEW SOUTHERN MAJORITY IE PAC","C00814202",NULL,750000,"SMALL","< $1,000,000",NULL
"BAC POLITICAL EDUCATION FUND","C00764464",NULL,750000,"SMALL","< $1,000,000",NULL
"CONSERVATION VOTERS OF MICHIGAN PAC - FEDERAL ACCOUNT","C00568816",NULL,745000,"SMALL","< $1,000,000",NULL
"U.S. FUTURE FUND","C00681023",NULL,742500,"SMALL","< $1,000,000",NULL
"FORWARD RHODE ISLAND","C00809640",NULL,740000,"SMALL","< $1,000,000",NULL
"DEFEATING COMMUNISM PAC","C00728386","REP",737000,"SMALL","< $1,000,000",NULL
"PRO-LIFE AMERICA GENERAL PURPOSE COMMITTEE","C00758060",NULL,730763,"SMALL","< $1,000,000",NULL
"VOTE FOR HOOSIER VALUES","C00688713",NULL,730000,"SMALL","< $1,000,000",NULL
"FOUNDATION FOR A GREATER AMERICA, INC.","C00555862",NULL,729306,"SMALL","< $1,000,000",NULL
"HUMANITY FORWARD FUND","C00712497",NULL,728470,"SMALL","< $1,000,000",NULL
"LUNCH PAIL REPUBLICANS INDEPENDENT EXPENDITURE ONLY COMMITTEE","C00515593",NULL,725500,"SMALL","< $1,000,000",NULL
"FARM PAC","C00532416",NULL,725014,"SMALL","< $1,000,000",NULL
"NOT WHO WE ARE PAC","C00623082",NULL,725000,"SMALL","< $1,000,000",NULL
"CHARACTER COUNTS POLITICAL ACTION COMMITTEE","C00521757",NULL,720000,"SMALL","< $1,000,000",NULL
"WYOMING VALUES","C00788877",NULL,715200,"SMALL","< $1,000,000",NULL
"NEW POWER PAC","C00489252",NULL,714846,"SMALL","< $1,000,000",NULL
"CONSERVATIVE CONGRESS NOW!","C00591354",NULL,713424,"SMALL","< $1,000,000",NULL
"HEARTLAND USA PAC","C00717223",NULL,713346,"SMALL","< $1,000,000",NULL
"DRAFT BIDEN 2016","C00574418",NULL,710885,"SMALL","< $1,000,000",NULL
"MICHIGAN ACTION - FEDERAL ACCOUNT","C00753640",NULL,710260,"SMALL","< $1,000,000",NULL
"FIGHT FOR TOMORROW","C00549279",NULL,700900,"SMALL","< $1,000,000",NULL
"AMERICA*S FUTURE","C00542589",NULL,698000,"SMALL","< $1,000,000",NULL
"REALLY AMERICAN PAC","C00748582",NULL,697095,"SMALL","< $1,000,000",NULL
"GROW THE ECONOMY PAC, LLC","C00614032",NULL,694961,"SMALL","< $1,000,000",NULL
"PHYLLIS SCHLAFLY*S EAGLE PAC","C00625285",NULL,693900,"SMALL","< $1,000,000",NULL
"VALOR FUND","C00584755",NULL,690500,"SMALL","< $1,000,000",NULL
"UNITE AMERICA REFORM FUND","C00667196",NULL,690000,"SMALL","< $1,000,000",NULL
"FRIENDS OF THE MAJORITY","C00523035",NULL,690000,"SMALL","< $1,000,000",NULL
"PEOPLE FOR BETTER GOVERNMENT COMMITTEE OF THE SAN MANUEL BAND OF MISSION INDIANS","C00736041",NULL,686551,"SMALL","< $1,000,000",NULL
"SAFETY & JUSTICE","C00616094",NULL,686364,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR MARYLAND*S PROGRESS","C00592683",NULL,686000,"SMALL","< $1,000,000",NULL
"NORTH DAKOTA STRONG INC","C00826271",NULL,685000,"SMALL","< $1,000,000",NULL
"MAKE A DIFFERENCE MN 05","C00821587",NULL,685000,"SMALL","< $1,000,000",NULL
"VALOR PROJECT","C00735894",NULL,684200,"SMALL","< $1,000,000",NULL
"EL SUPER PAC VOTO LATINO","C00623603",NULL,679000,"SMALL","< $1,000,000",NULL
"CONSERVATIVE RESULTS MATTER","C00674739",NULL,679000,"SMALL","< $1,000,000",NULL
"CLUB FOR GROWTH ADVOCACY INC","C00485011",NULL,665200,"SMALL","< $1,000,000",NULL
"UNITE TO WIN","C00739771",NULL,665000,"SMALL","< $1,000,000",NULL
"FIGHT FOR THE DREAM ","C00519793",NULL,664800,"SMALL","< $1,000,000",NULL
"URBAN VICTORY FUND (UVF)","C00578187",NULL,663041,"SMALL","< $1,000,000",NULL
"AMERICANS FOR A BETTER FUTURE","C00560243",NULL,660000,"SMALL","< $1,000,000",NULL
"GEORGIANS TOGETHER","C00557397",NULL,660000,"SMALL","< $1,000,000",NULL
"OUR VOICE PAC","C00497412",NULL,654480,"SMALL","< $1,000,000",NULL
"AMERICA PROUD PAC","C00792200",NULL,650000,"SMALL","< $1,000,000",NULL
"PUERTO RICO MEJOR FUTURO","C00755306",NULL,650000,"SMALL","< $1,000,000",NULL
"BLACK AMERICANS FOR A BETTER FUTURE","C00567784",NULL,647100,"SMALL","< $1,000,000",NULL
"TAKE BACK THE WEST PAC","C00727230",NULL,646442,"SMALL","< $1,000,000",NULL
"METOO OHIO","C00686865",NULL,645000,"SMALL","< $1,000,000",NULL
"AMERICA ASCENDANT PAC","C00592527",NULL,643000,"SMALL","< $1,000,000",NULL
"ARTISTS UNITED FOR CHANGE","C00703082",NULL,642542,"SMALL","< $1,000,000",NULL
"RETIRED AMERICANS PAC","C00483883",NULL,639318,"SMALL","< $1,000,000",NULL
"BUILDING A BETTER PA","C00559781",NULL,638000,"SMALL","< $1,000,000",NULL
"PARENTS AND STUDENTS FIRST OKLAHOMA","C00797977",NULL,637000,"SMALL","< $1,000,000",NULL
"TAKING ACTION FOR SUFFOLK COUNTY","C00637645",NULL,630500,"SMALL","< $1,000,000",NULL
"OUR FUTURE IN AMERICA, INC.","C00629592",NULL,623500,"SMALL","< $1,000,000",NULL
"INDEPENDENT LEADERSHIP FUND","C00609933",NULL,621500,"SMALL","< $1,000,000",NULL
"PLANNED PARENTHOOD ALLIANCE PAC , SERVING WA, AK, ID, HI, IN, KY","C00742080",NULL,620200,"SMALL","< $1,000,000",NULL
"LEADERSHIP NOW","C00808964",NULL,615000,"SMALL","< $1,000,000",NULL
"GRIT PAC","C00717421",NULL,614697,"SMALL","< $1,000,000",NULL
"PROSPERITY FOR MICHIGAN","C00518357",NULL,612500,"SMALL","< $1,000,000",NULL
"CONSERVATIVES ACTING TOGETHER POLITICAL ACTION COMMITTEE (CATPAC)","C00518779",NULL,611500,"SMALL","< $1,000,000",NULL
"STAND FOR NH PAC","C00799460",NULL,610500,"SMALL","< $1,000,000",NULL
"INDEPENDENT LIBERTY PAC","C00753897",NULL,610200,"SMALL","< $1,000,000",NULL
"GUN OWNERS ACTION FUND","C00764522",NULL,610000,"SMALL","< $1,000,000",NULL
"PATRIOTIC AMERICANS PAC","C00637009",NULL,610000,"SMALL","< $1,000,000",NULL
"DREAM DEFENDERS FIGHT PAC","C00728352",NULL,603871,"SMALL","< $1,000,000",NULL
"SUSAN B. ANTHONY LIST ACTION PAC","C00688945",NULL,602217,"SMALL","< $1,000,000",NULL
"NEW JOURNEY PAC, INC.","C00709691",NULL,602180,"SMALL","< $1,000,000",NULL
"CALIFORNIANS FOR FISCAL RESPONSIBILITY","C00617555",NULL,600000,"SMALL","< $1,000,000",NULL
"BUCKEYE BATTLE PAC","C00646463",NULL,600000,"SMALL","< $1,000,000",NULL
"RURAL ARIZONA PAC","C00731273",NULL,599400,"SMALL","< $1,000,000",NULL
"TRAILBLAZER PAC","C00793356",NULL,595000,"SMALL","< $1,000,000",NULL
"THE RIGHT ANSWER COMMITTEE","C00683136",NULL,594786,"SMALL","< $1,000,000",NULL
"OUR FUTURE IS BLACK PAC","C00685768",NULL,594368,"SMALL","< $1,000,000",NULL
"VOTER AWARENESS PROJECT","C00689232",NULL,590000,"SMALL","< $1,000,000",NULL
"PATRIOTS FOR A BRIGHTER AMERICA","C00825885",NULL,586000,"SMALL","< $1,000,000",NULL
"AMERICAN CONSERVATIVE UNION SUPER PAC","C00505792",NULL,581000,"SMALL","< $1,000,000",NULL
"A CRITICAL CHOICE FOR AMERICA POLITICAL ACTION COMMITTEE","C00528372",NULL,579035,"SMALL","< $1,000,000",NULL
"AMERICA TOGETHER INC","C00627703",NULL,575000,"SMALL","< $1,000,000",NULL
"BOLD AGENDA PAC","C00569426",NULL,572900,"SMALL","< $1,000,000",NULL
"AMERICAN LEADHERSHIP PAC","C00546598",NULL,570000,"SMALL","< $1,000,000",NULL
"RELAY","C00828343",NULL,570000,"SMALL","< $1,000,000",NULL
"RIGHT WAY SUPERPAC","C00620138",NULL,570000,"SMALL","< $1,000,000",NULL
"AMERICAN GREATNESS PAC","C00769232",NULL,565000,"SMALL","< $1,000,000",NULL
"GEORGIA SAFE AND STRONG, INC.","C00762617",NULL,565000,"SMALL","< $1,000,000",NULL
"AMERICANS FOR ACCOUNTABILITY IN LEADERSHIP","C00514224",NULL,560000,"SMALL","< $1,000,000",NULL
"WE VOTE - NOSOTROS VOTAMOS - PPAMM COMMITTEE","C00527226",NULL,559554,"SMALL","< $1,000,000",NULL
"CITIZENS FOR CONSERVATIVE LEADERSHIP, INC.","C00515346",NULL,559500,"SMALL","< $1,000,000",NULL
"AMERICAN ALLIANCE","C00567016",NULL,555000,"SMALL","< $1,000,000",NULL
"GROWTH POLITICAL ACTION COMMITTEE (*GROWTH PAC*)","C00568840",NULL,554000,"SMALL","< $1,000,000",NULL
"MATH PAC","C00719708",NULL,551434,"SMALL","< $1,000,000",NULL
"C3 PAC","C00680314",NULL,550000,"SMALL","< $1,000,000",NULL
"CONGRESSIONAL REFORM FUND","C00713354",NULL,542700,"SMALL","< $1,000,000",NULL
"NEW YORKERS FOR EXCELLENT HEALTH CARE INC","C00677476",NULL,541776,"SMALL","< $1,000,000",NULL
"EQUALITY CALIFORNIA VOTES","C00701797",NULL,541402,"SMALL","< $1,000,000",NULL
"OUR VOICE OUR VOTE ARIZONA PAC","C00752576",NULL,540912,"SMALL","< $1,000,000",NULL
"CITIZENS ALLIANCE POLITICAL ACTION COMMITTEE INC.","C00789933",NULL,540000,"SMALL","< $1,000,000",NULL
"KANSAS FIRST","C00659250",NULL,540000,"SMALL","< $1,000,000",NULL
"AMERICAN OPPORTUNITY PAC","C00550368",NULL,540000,"SMALL","< $1,000,000",NULL
"ACCOUNTABILITY VIRGINIA PAC","C00783746",NULL,535000,"SMALL","< $1,000,000",NULL
"ZINC COLLECTIVE PAC","C00767749",NULL,535000,"SMALL","< $1,000,000",NULL
"ALLIANCE FOR A BETTER MINNESOTA FEDERAL PAC","C00564013",NULL,533724,"SMALL","< $1,000,000",NULL
"VICTORY FUND","C00572792",NULL,531798,"SMALL","< $1,000,000",NULL
"FIRED UP PAC","C00722413",NULL,530000,"SMALL","< $1,000,000",NULL
"JOBS OPPORTUNITY AND FREEDOM POLITICAL ACTION COMMITTEE - JOFPAC","C00510701",NULL,530000,"SMALL","< $1,000,000",NULL
"STAND FIRM AMERICA","C00652867",NULL,528000,"SMALL","< $1,000,000",NULL
"REBUILD USA PAC","C00676338",NULL,527000,"SMALL","< $1,000,000",NULL
"WOMEN*S MARCH WIN","C00760488",NULL,526750,"SMALL","< $1,000,000",NULL
"FLORIDA HOMEOWNERS PROTECTION POLITICAL ACTION COMMITTEE","C00721688",NULL,525000,"SMALL","< $1,000,000",NULL
"WYOMINGITES DEFENDING FREEDOM AND DEMOCRACY, INC","C00819144",NULL,525000,"SMALL","< $1,000,000",NULL
"CFG ACTION OHIO","C00647362",NULL,525000,"SMALL","< $1,000,000",NULL
"PATRIOT LEADERSHIP TRUST","C00775593",NULL,522749,"SMALL","< $1,000,000",NULL
"BLACK AMERICANS MAKING AMERICA FIRST","C00668517",NULL,519400,"SMALL","< $1,000,000",NULL
"DEMOCRATIC PROGRESS","C00744813",NULL,518500,"SMALL","< $1,000,000",NULL
"BUCKEYE ACTION FUND","C00812438",NULL,517647,"SMALL","< $1,000,000",NULL
"CALIFORNIA MODERATE VOICES","C00686337",NULL,515816,"SMALL","< $1,000,000",NULL
"INDIANA VALUES SUPERPAC INC","C00509083",NULL,512350,"SMALL","< $1,000,000",NULL
"JOB CREATORS ACTION FUND","C00809657",NULL,512000,"SMALL","< $1,000,000",NULL
"AMERICA*S FUTURE FIRST","C00748061",NULL,511460,"SMALL","< $1,000,000",NULL
"CITIZENS FOR STRENGTH AND SECURITY PAC","C00488429",NULL,510095,"SMALL","< $1,000,000",NULL
"CITIZENS UNITED SUPER PAC LLC","C00497420",NULL,510000,"SMALL","< $1,000,000",NULL
"OUR AMERICA FUND","C00561670",NULL,510000,"SMALL","< $1,000,000",NULL
"CALIFORNIANS FOR INTERGITY IN GOVERNMENT","C00508960",NULL,510000,"SMALL","< $1,000,000",NULL
"DGA ACTION INDIVIDUAL","C00553594",NULL,509325,"SMALL","< $1,000,000",NULL
"TAKE BACK OREGON PAC","C00812230",NULL,508500,"SMALL","< $1,000,000",NULL
"MARGINS PAC","C00759910",NULL,507200,"SMALL","< $1,000,000",NULL
"API PA VOTES","C00761064",NULL,506870,"SMALL","< $1,000,000",NULL
"RESTORING OKLAHOMAN VALUES","C00753491",NULL,505000,"SMALL","< $1,000,000",NULL
"GRANITE STATE LEADERSHIP FUND","C00818161",NULL,505000,"SMALL","< $1,000,000",NULL
"OHIO STRONG ACTION","C00699603",NULL,505000,"SMALL","< $1,000,000",NULL
"ALASKANS FOR T.A.R.A. (TRUE ALASKA REPRESENTATION ALLIANCE)","C00812370",NULL,504200,"SMALL","< $1,000,000",NULL
"CATHOLICVOTE.ORG CANDIDATE FUND","C00494021",NULL,501412,"SMALL","< $1,000,000",NULL
"EMPOWERING VIRGINIA PARENTS","C00826537",NULL,500000,"SMALL","< $1,000,000",NULL
"GENERAL JOHN STARK PAC","C00815407",NULL,500000,"SMALL","< $1,000,000",NULL
"FIREBRAND PAC","C00788091",NULL,500000,"SMALL","< $1,000,000",NULL
"MODERATE PARTY INDEPENDENT FUND","C00822379",NULL,500000,"SMALL","< $1,000,000",NULL
"#PROJECTREDTX","C00638387",NULL,500000,"SMALL","< $1,000,000",NULL
"AMERICAN RESOLVE PAC, INC.","C00827048",NULL,500000,"SMALL","< $1,000,000",NULL
"WORKING FAMILIES FOR HAWAII","C00490193",NULL,500000,"SMALL","< $1,000,000",NULL
"PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC","C00688432",NULL,496020,"SMALL","< $1,000,000",NULL
"ICPURPLE, INC.","C00519835",NULL,495459,"SMALL","< $1,000,000",NULL
"COMMITTEE FOR ECONOMIC GROWTH AND SOCIAL JUSTICE","C00548016",NULL,493750,"SMALL","< $1,000,000",NULL
"LIBERTY EQUALS OPPORTUNITY","C00578807",NULL,493016,"SMALL","< $1,000,000",NULL
"CHANGE CAMPAIGN SUPER PAC","C00567396",NULL,492825,"SMALL","< $1,000,000",NULL
"FREEDOM AND LIBERTY PAC","C00502641",NULL,490000,"SMALL","< $1,000,000",NULL
"FIGHT FOR AMERICA*S FUTURE PAC","C00676577",NULL,489999,"SMALL","< $1,000,000",NULL
"THE SOUTHERN STRATEGY","C00752469",NULL,487500,"SMALL","< $1,000,000",NULL
"OHIO FIRST PAC","C00666750",NULL,485887,"SMALL","< $1,000,000",NULL
"LIBERTY INITIATIVE SUPERPAC","C00739367",NULL,485000,"SMALL","< $1,000,000",NULL
"OUR WAY OF LIFE PAC","C00721696",NULL,485000,"SMALL","< $1,000,000",NULL
"NEW YORK PROGRESSIVE, INC.","C00822254",NULL,485000,"SMALL","< $1,000,000",NULL
"SOS FOR DEMOCRACY","C00564567",NULL,480000,"SMALL","< $1,000,000",NULL
"CONCERNED CONSERVATIVES, INC.","C00728402",NULL,479500,"SMALL","< $1,000,000",NULL
"WOMEN LEAD PAC","C00548545",NULL,477706,"SMALL","< $1,000,000",NULL
"OUR VALUES PAC","C00746040",NULL,477500,"SMALL","< $1,000,000",NULL
"THE PRINCIPLES PROJECT","C00566463",NULL,476000,"SMALL","< $1,000,000",NULL
"ENERGY SECURITY PAC","C00722371",NULL,475750,"SMALL","< $1,000,000",NULL
"MILLION MORE VOTERS, SPONSORED BY THE CALIFORNIA LABOR FEDERATION, AFL-CIO","C00687624",NULL,472293,"SMALL","< $1,000,000",NULL
"DEMOCRACY PRESERVATION INITIATIVE","C00755942",NULL,468500,"SMALL","< $1,000,000",NULL
"AMERICAN PRINCIPLES FUND","C00527804",NULL,467000,"SMALL","< $1,000,000",NULL
"CFG ACTION TENNESSEE","C00662015",NULL,465376,"SMALL","< $1,000,000",NULL
"GEORGIA FIRST PAC","C00779330",NULL,460000,"SMALL","< $1,000,000",NULL
"HOOSIER HONOR","C00774257",NULL,460000,"SMALL","< $1,000,000",NULL
"COMMITTEE TO RESTORE AMERICA*S GREATNESS PAC","C00589879",NULL,458000,"SMALL","< $1,000,000",NULL
"SAVE OUR SENATE PAC","C00819417",NULL,457000,"SMALL","< $1,000,000",NULL
